corrected_name,standardized_name,id
Purple Sunbird,Purple Sunbird - Cinnyris asiaticus,pursun4
Purple Sunbird,Purple-rumped Sunbird - Leptocoma zeylonica,pursun3
Purple Sunbird,Van Hasselt's Sunbird (Purple-throated Sunbird) - Leptocoma brasiliana,vahsun1
Purple Sunbird,Philippine Purple-throated Sunbird - Leptocoma sperata,putsun3
Purple Sunbird,Purple-breasted Sunbird - Nectarinia purpureiventris,pubsun3
Purple Sunbird,Purple-banded Sunbird - Cinnyris bifasciatus,pubsun4
Indian Cuckoo,Indian Cuckoo - Cuculus micropterus,indcuc1
Hair-crested Drongo,Hair-crested Drongo (Spangled Drongo) - Dicrurus hottentottus,hacdro1
Jungle Babbler,Jungle Babbler - Argya striata,junbab2
Treepie,Rufous Treepie - Dendrocitta vagabunda,ruftre2
Treepie,Grey Treepie - Dendrocitta formosae,grytre1
Treepie,Sumatran Treepie - Dendrocitta occipitalis,sumtre1
Treepie,Bornean Treepie - Dendrocitta cinerascens,bortre1
Treepie,White-bellied Treepie - Dendrocitta leucogastra,whbtre1
Treepie,Collared Treepie - Dendrocitta frontalis,coltre1
Treepie,Andaman Treepie - Dendrocitta bayleii,andtre1
Treepie,Racket-tailed Treepie - Crypsirina temia,rattre1
Treepie,Hooded Treepie - Crypsirina cucullata,hootre1
Treepie,Ratchet-tailed Treepie - Temnurus temnurus,rattre2
crested serpent eagle,Crested Serpent-Eagle - Spilornis cheela,crseag1
Indian Robin,Indian Robin - Copsychus fulicatus,indrob1
Indian Robin,Indian Blue Robin - Larvivora brunnea,inbrob1
Shikra,Shikra - Accipiter badius,shikra1
Long-tailed Nightjar,Long-tailed Nightjar - Caprimulgus climacurus,lotnig1
Ashy-crowned finch lark,Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark) - Eremopterix griseus,ascspl1
House Swift,House Swift (Nepal House Swift) - Apus nipalensis,houswi1
House Swift,Little Swift (Indian House Swift) - Apus affinis,litswi1
Merlin,Great Lizard-Cuckoo - Coccyzus merlini,grelic1
Merlin,Merlin - Falco columbarius,merlin
Baya weaver,Baya Weaver - Ploceus philippinus,baywea1
Indian Roller,Indian Roller - Coracias benghalensis,indrol2
Neophron,Egyptian Vulture - Neophron percnopterus,egyvul1
White-throated Munia,Indian Silverbill (White-throated Munia) - Euodice malabarica,indsil
Black eagle,Black Hawk-Eagle - Spizaetus tyrannus,blheag1
Black eagle,Black Eagle - Ictinaetus malaiensis,blaeag1
Black eagle,Black-chested Snake-Eagle - Circaetus pectoralis,bkbsne1
Black eagle,Black-and-white Hawk-Eagle - Spizaetus melanoleucus,bawhae1
Black eagle,Black-and-chestnut Eagle - Spizaetus isidori,baceag2
Black eagle,Black-chested Buzzard-Eagle - Geranoaetus melanoleucus,bcbeag1
Reed Warbler,Black-browed Reed Warbler - Acrocephalus bistrigiceps,bbrwar1
Reed Warbler,Streaked Reed Warbler - Acrocephalus sorghophilus,strwar1
Reed Warbler,Manchurian Reed Warbler - Acrocephalus tangorum,manrew1
Reed Warbler,Blyth's Reed Warbler - Acrocephalus dumetorum,blrwar1
Reed Warbler,Large-billed Reed Warbler - Acrocephalus orinus,labrew1
Reed Warbler,Common Reed Warbler - Acrocephalus scirpaceus,eurwar1
Reed Warbler,Basra Reed Warbler - Acrocephalus griseldis,barwar2
Reed Warbler,Great Reed Warbler - Acrocephalus arundinaceus,grrwar1
Reed Warbler,Oriental Reed Warbler - Acrocephalus orientalis,orrwar1
Reed Warbler,Clamorous Reed Warbler (Indian Great Reed Warbler) - Acrocephalus stentoreus,clrwar1
Reed Warbler,Nightingale Reed Warbler - Acrocephalus luscinius,nigrew1
Reed Warbler,Saipan Reed Warbler - Acrocephalus hiwae,sairew1
Reed Warbler,Australian Reed Warbler - Acrocephalus australis,aurwar1
Reed Warbler,Caroline Reed Warbler - Acrocephalus syrinx,carrew1
Reed Warbler,Aguiguan Reed Warbler - Acrocephalus nijoi,agurew1
Reed Warbler,Kiritimati Reed Warbler - Acrocephalus aequinoctialis,chiwar1
Reed Warbler,Southern Marquesan Reed Warbler - Acrocephalus mendanae,marwar2
Reed Warbler,Pagan Reed Warbler - Acrocephalus yamashinae,pagrew1
Reed Warbler,Nauru Reed Warbler - Acrocephalus rehsei,narwar1
Reed Warbler,Pitcairn Reed Warbler - Acrocephalus vaughani,pirwar2
Reed Warbler,Henderson Island Reed Warbler - Acrocephalus taiti,hirwar1
Reed Warbler,Cook Islands Reed Warbler - Acrocephalus kerearako,cirwar2
Reed Warbler,Rimitara Reed Warbler - Acrocephalus rimitarae,rimrew1
Reed Warbler,Society Islands Reed Warbler - Acrocephalus musae,soirew1
Reed Warbler,Tahiti Reed Warbler - Acrocephalus caffer,tahrew1
Reed Warbler,Moorea Reed Warbler - Acrocephalus longirostris,moorew1
Reed Warbler,Northern Marquesan Reed Warbler - Acrocephalus percernis,marrew2
Reed Warbler,Tuamotu Reed Warbler - Acrocephalus atyphus,turwar1
Reed Warbler,Mangareva Reed Warbler - Acrocephalus astrolabii,manrew2
Black-winged kite,Black-winged Kite (Black-shouldered Kite) - Elanus caeruleus,bkskit1
White-eyed Buzzard,White-eyed Buzzard - Butastur teesa,whebuz1
Bee Eater,Red-bearded Bee-eater - Nyctyornis amictus,rbbeat1
Bee Eater,Blue-bearded Bee-eater - Nyctyornis athertoni,bbbeat1
Bee Eater,Purple-bearded Bee-eater - Meropogon forsteni,pbbeat1
Bee Eater,Black Bee-eater - Merops gularis,blbeat1
Bee Eater,Blue-moustached Bee-eater - Merops mentalis,bumbee1
Bee Eater,Blue-headed Bee-eater - Merops muelleri,bhbeat2
Bee Eater,Red-throated Bee-eater - Merops bulocki,rtbeat1
Bee Eater,White-fronted Bee-eater - Merops bullockoides,wfbeat1
Bee Eater,Little Bee-eater - Merops pusillus,libeat1
Bee Eater,Blue-breasted Bee-eater - Merops variegatus,bbbeat2
Bee Eater,Ethiopian Bee-eater - Merops lafresnayii,bubbee2
Bee Eater,Cinnamon-chested Bee-eater - Merops oreobates,ccbeat1
Bee Eater,Swallow-tailed Bee-eater - Merops hirundineus,stbeat1
Bee Eater,Black-headed Bee-eater - Merops breweri,bhbeat1
Bee Eater,Somali Bee-eater - Merops revoilii,sobeat1
Bee Eater,White-throated Bee-eater - Merops albicollis,wtbeat1
Bee Eater,African Green Bee-eater - Merops viridissimus,grnbee1
Bee Eater,Arabian Green Bee-eater - Merops cyanophrys,grnbee2
Bee Eater,Asian Green Bee-eater - Merops orientalis,grnbee3
Bee Eater,Böhm's Bee-eater - Merops boehmi,bobeat1
Bee Eater,Blue-throated Bee-eater - Merops viridis,btbeat2
Bee Eater,Rufous-crowned Bee-eater - Merops americanus,rucbee1
Bee Eater,Blue-cheeked Bee-eater - Merops persicus,bcbeat1
Bee Eater,Madagascar Bee-eater - Merops superciliosus,mabeat1
Bee Eater,Blue-tailed Bee-eater - Merops philippinus,btbeat1
Bee Eater,Rainbow Bee-eater - Merops ornatus,rabeat1
Bee Eater,European Bee-eater - Merops apiaster,eubeat1
Bee Eater,Chestnut-headed Bee-eater - Merops leschenaulti,chbeat1
Bee Eater,Rosy Bee-eater - Merops malimbicus,robeat1
Bee Eater,Northern Carmine Bee-eater - Merops nubicus,ncbeat1
Bee Eater,Southern Carmine Bee-eater - Merops nubicoides,scbeat1
Loten Sunbird,Loten's Sunbird (Long-billed Sunbird) - Cinnyris lotenius,lobsun2
Spotted Bulbul,Orange-spotted Bulbul - Pycnonotus bimaculatus,orsbul3
Magpie Robin,Oriental Magpie-Robin - Copsychus saularis,magrob
Magpie Robin,Madagascar Magpie-Robin - Copsychus albospecularis,mamrob1
Magpie Robin,Seychelles Magpie-Robin - Copsychus sechellarum,semrob1
Magpie Robin,Philippine Magpie-Robin - Copsychus mindanensis,phimar1
Spotted Owlet,Spotted Owlet - Athene brama,spoowl1
Spotted Owlet,Pearl-spotted Owlet - Glaucidium perlatum,pesowl1
Bulbul,Black-collared Bulbul - Neolestes torquatus,blcbul1
Bulbul,Hairy-backed Bulbul - Tricholestes criniger,habbul1
Bulbul,Hook-billed Bulbul - Setornis criniger,hobbul1
Bulbul,Yellow-bellied Bulbul - Alophoixus phaeocephalus,yebbul2
Bulbul,Grey-throated Bulbul - Alophoixus frater,gytbul1
Bulbul,Grey-cheeked Bulbul - Alophoixus tephrogenys,gycbul2
Bulbul,Penan Bulbul - Alophoixus ruficrissus,ochbul3
Bulbul,Brown-cheeked Bulbul - Alophoixus bres,gycbul3
Bulbul,White-throated Bulbul - Alophoixus flaveolus,whtbul1
Bulbul,Ochraceous Bulbul - Alophoixus ochraceus,ochbul2
Bulbul,Puff-throated Bulbul - Alophoixus pallidus,putbul1
Bulbul,Striated Bulbul - Alcurus striatus,strbul2
Bulbul,Finsch's Bulbul - Iole finschii,finbul1
Bulbul,Sulphur-bellied Bulbul - Iole palawanensis,subbul1
Bulbul,Olive Bulbul - Iole viridescens,olibul1
Bulbul,Buff-vented Bulbul - Iole crypta,buvbul1
Bulbul,Charlotte's Bulbul - Iole charlottae,chabul1
Bulbul,Grey-eyed Bulbul - Iole propinqua,gyebul1
Bulbul,Ashy Bulbul - Hemixos flavala,ashbul1
Bulbul,Cinereous Bulbul - Hemixos cinereus,cinbul1
Bulbul,Chestnut Bulbul - Hemixos castanonotus,chebul1
Bulbul,Yellow-browed Bulbul - Acritillas indica,yebbul3
Bulbul,Cream-striped Bulbul - Ixos leucogrammicus,crsbul1
Bulbul,Sumatran Bulbul - Ixos sumatranus,sunbul1
Bulbul,Javan Bulbul - Ixos virescens,sunbul3
Bulbul,Streaked Bulbul - Ixos malaccensis,strbul1
Bulbul,Mountain Bulbul - Ixos mcclellandii,moubul2
Bulbul,Nicobar Bulbul - Ixos nicobariensis,nicbul2
Bulbul,Philippine Bulbul - Hypsipetes philippinus,phibul1
Bulbul,Mindoro Bulbul - Hypsipetes mindorensis,minbul1
Bulbul,Streak-breasted Bulbul - Hypsipetes siquijorensis,stbbul1
Bulbul,Seram Golden-Bulbul - Hypsipetes affinis,golbul3
Bulbul,Sangihe Golden-Bulbul - Hypsipetes platenae,sangob1
Bulbul,Togian Golden-Bulbul - Hypsipetes aureus,toggob1
Bulbul,Banggai Golden-Bulbul - Hypsipetes harterti,sulgob2
Bulbul,Sula Golden-Bulbul - Hypsipetes longirostris,sulgob3
Bulbul,Halmahera Golden-Bulbul - Hypsipetes chloris,halgob1
Bulbul,Obi Golden-Bulbul - Hypsipetes lucasi,obigob1
Bulbul,Buru Golden-Bulbul - Hypsipetes mysticalis,golbul4
Bulbul,Visayan Bulbul - Hypsipetes guimarasensis,visbul1
Bulbul,Yellowish Bulbul - Hypsipetes everetti,yelbul1
Bulbul,Camiguin Bulbul - Hypsipetes catarmanensis,yelbul4
Bulbul,Zamboanga Bulbul - Hypsipetes rufigularis,zambul1
Bulbul,Brown-eared Bulbul - Hypsipetes amaurotis,brebul1
Bulbul,Reunion Bulbul - Hypsipetes borbonicus,reubul1
Bulbul,Malagasy Bulbul - Hypsipetes madagascariensis,madbul1
Bulbul,Mauritius Bulbul - Hypsipetes olivaceus,maubul1
Bulbul,White-headed Bulbul - Hypsipetes thompsoni,whhbul1
Bulbul,Himalayan Black Bulbul - Hypsipetes leucocephalus,blabul1
Bulbul,Square-tailed Bulbul (Black Bulbul) - Hypsipetes ganeesa,sqtbul1
Bulbul,Grande Comore Bulbul - Hypsipetes parvirostris,combul1
Bulbul,Moheli Bulbul - Hypsipetes moheliensis,mohbul1
Bulbul,Seychelles Bulbul - Hypsipetes crassirostris,seybul1
Bulbul,Puff-backed Bulbul - Microtarsus eutilotus,pubbul1
Bulbul,Black-and-white Bulbul - Microtarsus melanoleucos,bawbul2
Bulbul,Yellow-wattled Bulbul - Microtarsus urostictus,yewbul1
Bulbul,Grey-headed Bulbul - Microtarsus priocephalus,gyhbul1
Bulbul,Black-headed Bulbul - Microtarsus melanocephalos,blhbul1
Bulbul,Andaman Bulbul - Microtarsus fuscoflavescens,andbul1
Bulbul,Blue-wattled Bulbul - Microtarsus nieuwenhuisii,blwbul1
Bulbul,Spectacled Bulbul - Rubigula erythropthalmos,spebul1
Bulbul,Grey-bellied Bulbul - Rubigula cyaniventris,gybbul1
Bulbul,Scaly-breasted Bulbul - Rubigula squamata,scbbul1
Bulbul,Black-crested Bulbul - Rubigula flaviventris,blcbul2
Bulbul,Flame-throated Bulbul (Ruby-throated Bulbul) - Rubigula gularis,bkcbul1
Bulbul,Black-capped Bulbul - Rubigula melanictera,bkcbul2
Bulbul,Sunda Ruby-throated Bulbul - Rubigula dispar,bkcbul3
Bulbul,Bornean Bulbul - Rubigula montis,bkcbul4
Bulbul,Bare-faced Bulbul - Nok hualon,bafbul1
Bulbul,Spot-necked Bulbul - Pycnonotus tympanistrigus,spnbul1
Bulbul,Cream-vented Bulbul - Pycnonotus simplex,crvbul1
Bulbul,Olive-winged Bulbul - Pycnonotus plumosus,olwbul1
Bulbul,Red-eyed Bulbul - Pycnonotus brunneus,reebul1
Bulbul,Straw-headed Bulbul - Pycnonotus zeylanicus,sthbul1
Bulbul,Cream-eyed Bulbul - Pycnonotus pseudosimplex,crebul1
Bulbul,Ashy-fronted Bulbul - Pycnonotus cinereifrons,asfbul1
Bulbul,White-browed Bulbul - Pycnonotus luteolus,whbbul2
Bulbul,Ayeyarwady Bulbul - Pycnonotus blanfordi,ayebul1
Bulbul,Streak-eared Bulbul - Pycnonotus conradi,stebul2
Bulbul,Pale-eyed Bulbul - Pycnonotus davisoni,sttbul2
Bulbul,Stripe-throated Bulbul - Pycnonotus finlaysoni,sttbul3
Bulbul,Flavescent Bulbul - Pycnonotus flavescens,flabul1
Bulbul,Aceh Bulbul - Pycnonotus snouckaerti,orsbul2
Bulbul,Orange-spotted Bulbul - Pycnonotus bimaculatus,orsbul3
Bulbul,Pale-faced Bulbul - Pycnonotus leucops,flabul3
Bulbul,Yellow-throated Bulbul - Pycnonotus xantholaemus,yetbul1
Bulbul,Yellow-eared Bulbul - Pycnonotus penicillatus,yeebul1
Bulbul,Brown-breasted Bulbul - Pycnonotus xanthorrhous,brbbul1
Bulbul,Light-vented Bulbul - Pycnonotus sinensis,livbul1
Bulbul,Styan's Bulbul - Pycnonotus taivanus,stybul1
Bulbul,Common Bulbul - Pycnonotus barbatus,combul2
Bulbul,Red-whiskered Bulbul - Pycnonotus jocosus,rewbul
Bulbul,Yellow-vented Bulbul - Pycnonotus goiavier,yevbul1
Bulbul,Red-vented Bulbul - Pycnonotus cafer,revbul
Bulbul,Sooty-headed Bulbul - Pycnonotus aurigaster,sohbul1
Bulbul,White-eared Bulbul - Pycnonotus leucotis,whebul1
Bulbul,Himalayan Bulbul - Pycnonotus leucogenys,whcbul2
Bulbul,White-spectacled Bulbul - Pycnonotus xanthopygos,whsbul1
Bulbul,Black-fronted Bulbul - Pycnonotus nigricans,blfbul1
Bulbul,Cape Bulbul - Pycnonotus capensis,capbul1
Wren Warbler,Miombo Wren-Warbler - Calamonastes undosus,miowrw2
Wren Warbler,Stierling's Wren-Warbler - Calamonastes stierlingi,miowrw3
Wren Warbler,Grey Wren-Warbler - Calamonastes simplex,grywrw1
Wren Warbler,Barred Wren-Warbler - Calamonastes fasciolatus,bawwar1
golden oriole,Eurasian Golden Oriole - Oriolus oriolus,eugori2
golden oriole,Indian Golden Oriole - Oriolus kundoo,ingori1
golden oriole,African Golden Oriole - Oriolus auratus,afgori2
Kestrel,Lesser Kestrel - Falco naumanni,leskes1
Kestrel,Eurasian Kestrel (Common Kestrel) - Falco tinnunculus,eurkes
Kestrel,Rock Kestrel - Falco rupicolus,eurkes1
Kestrel,Malagasy Kestrel - Falco newtoni,madkes1
Kestrel,Mauritius Kestrel - Falco punctatus,maukes1
Kestrel,Seychelles Kestrel - Falco araeus,seykes1
Kestrel,Reunion Kestrel - Falco duboisi,reukes1
Kestrel,Spotted Kestrel - Falco moluccensis,spokes1
Kestrel,Nankeen Kestrel - Falco cenchroides,auskes1
Kestrel,Greater Kestrel - Falco rupicoloides,grekes1
Kestrel,American Kestrel - Falco sparverius,amekes
Kestrel,Fox Kestrel - Falco alopex,foxkes1
Kestrel,Grey Kestrel - Falco ardosiaceus,grykes1
Kestrel,Dickinson's Kestrel - Falco dickinsoni,dickes1
Kestrel,Banded Kestrel - Falco zoniventris,bankes1
Black drongo,Black Drongo - Dicrurus macrocercus,bladro1
Short-toed Eagle,Short-toed Snake-Eagle - Circaetus gallicus,shteag1
dusky crag martin,Dusky Crag-Martin - Ptyonoprogne concolor,duscrm1
Plain Prinia,Plain Prinia - Prinia inornata,plapri1
Woodshrike,Malabar Woodshrike - Tephrodornis sylvicola,malwoo1
Woodshrike,Large Woodshrike - Tephrodornis virgatus,larwoo1
Woodshrike,Common Woodshrike - Tephrodornis pondicerianus,comwoo1
Woodshrike,Sri Lanka Woodshrike - Tephrodornis affinis,srlwoo1
Steppe Eagle,Steppe Eagle - Aquila nipalensis,steeag1
Swift,Black Swift - Cypseloides niger,blkswi
Swift,White-chested Swift - Cypseloides lemosi,whcswi2
Swift,Rothschild's Swift - Cypseloides rothschildi,rotswi1
Swift,Sooty Swift - Cypseloides fumigatus,sooswi1
Swift,White-fronted Swift - Cypseloides storeri,whfswi1
Swift,White-chinned Swift - Cypseloides cryptus,whcswi1
Swift,Spot-fronted Swift - Cypseloides cherriei,spfswi1
Swift,Great Dusky Swift - Cypseloides senex,grdswi1
Swift,Chestnut-collared Swift - Streptoprocne rutila,chcswi1
Swift,Tepui Swift - Streptoprocne phelpsi,tepswi1
Swift,White-collared Swift - Streptoprocne zonaris,whcswi
Swift,White-naped Swift - Streptoprocne semicollaris,whnswi1
Swift,Biscutate Swift - Streptoprocne biscutata,bisswi1
Swift,Grey-rumped Swift - Chaetura cinereiventris,grrswi1
Swift,Band-rumped Swift - Chaetura spinicaudus,barswi
Swift,Costa Rican Swift - Chaetura fumosa,corswi
Swift,Lesser Antillean Swift - Chaetura martinica,leaswi1
Swift,Pale-rumped Swift - Chaetura egregia,parswi1
Swift,Chimney Swift - Chaetura pelagica,chiswi
Swift,Vaux's Swift - Chaetura vauxi,vauswi
Swift,Chapman's Swift - Chaetura chapmani,chaswi2
Swift,Ashy-tailed Swift - Chaetura andrei,astswi1
Swift,Sick's Swift - Chaetura meridionalis,sicswi1
Swift,Short-tailed Swift - Chaetura brachyura,shtswi1
Swift,Waterfall Swift - Hydrochous gigas,watswi1
Swift,Pygmy Swiftlet - Collocalia troglodytes,pygswi2
Swift,Bornean Swiftlet - Collocalia dodgei,cavswi3
Swift,Christmas Island Swiftlet - Collocalia natalis,chiswi1
Swift,Cave Swiftlet - Collocalia linchi,cavswi2
Swift,Plume-toed Swift (Andaman Glossy Swiftlet) - Collocalia affinis,pltswi1
Swift,Grey-rumped Swiftlet - Collocalia marginata,gyrswi5
Swift,Ridgetop Swiftlet - Collocalia isonota,ridswi1
Swift,Tenggara Swiftlet - Collocalia sumbawae,tenswi1
Swift,Drab Swiftlet - Collocalia neglecta,draswi1
Swift,Glossy Swiftlet - Collocalia esculenta,gloswi1
Swift,Satin Swiftlet - Collocalia uropygialis,satswi1
Swift,Seychelles Swiftlet - Aerodramus elaphrus,seyswi1
Swift,Mascarene Swiftlet - Aerodramus francicus,masswi1
Swift,Indian Swiftlet - Aerodramus unicolor,indswi1
Swift,Sulawesi Swiftlet - Aerodramus sororum,molswi4
Swift,Halmahera Swiftlet - Aerodramus infuscatus,molswi3
Swift,Seram Swiftlet - Aerodramus ceramensis,molswi1
Swift,Philippine Swiftlet - Aerodramus mearnsi,phiswi1
Swift,Mountain Swiftlet - Aerodramus hirundinaceus,mouswi2
Swift,White-rumped Swiftlet - Aerodramus spodiopygius,whrswi2
Swift,Australian Swiftlet - Aerodramus terraereginae,ausswi1
Swift,Himalayan Swiftlet - Aerodramus brevirostris,himswi2
Swift,Volcano Swiftlet - Aerodramus vulcanorum,volswi1
Swift,Whitehead's Swiftlet - Aerodramus whiteheadi,whiswi1
Swift,Bare-legged Swiftlet - Aerodramus nuditarsus,balswi1
Swift,Mayr's Swiftlet - Aerodramus orientalis,mayswi1
Swift,Ameline Swiftlet - Aerodramus amelis,palswi2
Swift,Uniform Swiftlet - Aerodramus vanikorensis,uniswi1
Swift,Mossy-nest Swiftlet - Aerodramus salangana,monswi2
Swift,Palau Swiftlet - Aerodramus pelewensis,palswi1
Swift,Mariana Swiftlet - Aerodramus bartschi,marswi
Swift,Caroline Islands Swiftlet - Aerodramus inquietus,caiswi1
Swift,Atiu Swiftlet - Aerodramus sawtelli,atiswi1
Swift,Tahiti Swiftlet - Aerodramus leucophaeus,polswi1
Swift,Marquesan Swiftlet - Aerodramus ocistus,marswi2
Swift,Black-nest Swiftlet - Aerodramus maximus,blnswi1
Swift,White-nest Swiftlet (Edible-nest Swiftlet) - Aerodramus fuciphagus,ednswi1
Swift,Germain's Swiftlet - Aerodramus germani,gerswi1
Swift,Three-toed Swiftlet - Aerodramus papuensis,papswi1
Swift,Scarce Swift - Schoutedenapus myoptilus,scaswi1
Swift,Alpine Swift - Tachymarptis melba,alpswi1
Swift,Mottled Swift - Tachymarptis aequatorialis,motswi2
Swift,Cape Verde Swift - Apus alexandri,aleswi1
Swift,Common Swift - Apus apus,comswi
Swift,Plain Swift - Apus unicolor,plaswi1
Swift,Nyanza Swift - Apus niansae,nyaswi1
Swift,Pallid Swift - Apus pallidus,palswi3
Swift,African Swift - Apus barbatus,afrswi1
Swift,Forbes-Watson's Swift - Apus berliozi,fowswi1
Swift,Bradfield's Swift - Apus bradfieldi,braswi1
Swift,Malagasy Swift - Apus balstoni,madswi1
Swift,Pacific Swift - Apus pacificus,fotswi
Swift,Salim Ali's Swift - Apus salimalii,saaswi1
Swift,Blyth's Swift (Fork-tailed Swift) - Apus leuconyx,blyswi1
Swift,Cook's Swift - Apus cooki,cooswi1
Swift,Dark-rumped Swift - Apus acuticauda,darswi1
Swift,Little Swift (Indian House Swift) - Apus affinis,litswi1
Swift,House Swift (Nepal House Swift) - Apus nipalensis,houswi1
Swift,Horus Swift - Apus horus,horswi1
Swift,White-rumped Swift - Apus caffer,whrswi1
Swift,Bates's Swift - Apus batesi,batswi1
Swift,White-throated Swift - Aeronautes saxatalis,whtswi
Swift,White-tipped Swift - Aeronautes montivagus,whtswi1
Swift,Andean Swift - Aeronautes andecolus,andswi1
Swift,Lesser Swallow-tailed Swift - Panyptila cayennensis,lstswi1
Swift,Great Swallow-tailed Swift - Panyptila sanctihieronymi,gstswi1
Swift,Asian Palm Swift - Cypsiurus balasiensis,aspswi1
Swift,African Palm Swift - Cypsiurus parvus,afpswi1
Swift,Malagasy Palm Swift - Cypsiurus gracilis,malpas1
Swift,Antillean Palm Swift - Tachornis phoenicobia,anpswi
Swift,Pygmy Palm Swift - Tachornis furcata,pygswi1
Swift,Fork-tailed Palm Swift - Tachornis squamata,ftpswi1
Swift,Swift Parrot - Lathamus discolor,swipar1
Brown Shrike,Brown Shrike - Lanius cristatus,brnshr
Booted Eagle,Booted Eagle - Hieraaetus pennatus,booeag1
Large Pied Wagtail,White-browed Wagtail (Large Pied Wagtail) - Motacilla maderaspatensis,whbwag1
Golden Oriole,Eurasian Golden Oriole - Oriolus oriolus,eugori2
Golden Oriole,Indian Golden Oriole - Oriolus kundoo,ingori1
Golden Oriole,African Golden Oriole - Oriolus auratus,afgori2
House Sparrow,House Sparrow - Passer domesticus,houspa
Flowerpecker,Olive-backed Flowerpecker - Prionochilus olivaceus,olbflo1
Flowerpecker,Yellow-breasted Flowerpecker - Prionochilus maculatus,yebflo2
Flowerpecker,Crimson-breasted Flowerpecker - Prionochilus percussus,crbflo1
Flowerpecker,Palawan Flowerpecker - Prionochilus plateni,palflo1
Flowerpecker,Yellow-rumped Flowerpecker - Prionochilus xanthopygius,yerflo1
Flowerpecker,Scarlet-breasted Flowerpecker - Prionochilus thoracicus,scbflo2
Flowerpecker,Spectacled Flowerpecker - Dicaeum dayakorum,speflo1
Flowerpecker,Golden-rumped Flowerpecker - Dicaeum annae,gorflo1
Flowerpecker,Thick-billed Flowerpecker - Dicaeum agile,thbflo1
Flowerpecker,Brown-backed Flowerpecker - Dicaeum everetti,brbflo1
Flowerpecker,Whiskered Flowerpecker - Dicaeum proprium,whiflo1
Flowerpecker,Yellow-vented Flowerpecker - Dicaeum chrysorrheum,yevflo1
Flowerpecker,Yellow-bellied Flowerpecker - Dicaeum melanozanthum,yebflo1
Flowerpecker,White-throated Flowerpecker - Dicaeum vincens,whtflo1
Flowerpecker,Yellow-sided Flowerpecker - Dicaeum aureolimbatum,yesflo1
Flowerpecker,Olive-capped Flowerpecker - Dicaeum nigrilore,olcflo1
Flowerpecker,Yellow-crowned Flowerpecker - Dicaeum anthonyi,flcflo2
Flowerpecker,Flame-crowned Flowerpecker - Dicaeum kampalili,flcflo3
Flowerpecker,Bicolored Flowerpecker - Dicaeum bicolor,bicflo1
Flowerpecker,Cebu Flowerpecker - Dicaeum quadricolor,cebflo1
Flowerpecker,Red-keeled Flowerpecker - Dicaeum australe,resflo1
Flowerpecker,Black-belted Flowerpecker - Dicaeum haematostictum,rekflo1
Flowerpecker,Scarlet-collared Flowerpecker - Dicaeum retrocinctum,sccflo1
Flowerpecker,Orange-bellied Flowerpecker - Dicaeum trigonostigma,orbflo1
Flowerpecker,White-bellied Flowerpecker - Dicaeum hypoleucum,whbflo1
Flowerpecker,Pale-billed Flowerpecker - Dicaeum erythrorhynchos,pabflo1
Flowerpecker,Nilgiri Flowerpecker - Dicaeum concolor,plaflo1
Flowerpecker,Plain Flowerpecker - Dicaeum minullum,plaflo2
Flowerpecker,Andaman Flowerpecker - Dicaeum virescens,andflo1
Flowerpecker,Pygmy Flowerpecker - Dicaeum pygmaeum,pygflo1
Flowerpecker,Crimson-crowned Flowerpecker - Dicaeum nehrkorni,crcflo1
Flowerpecker,Halmahera Flowerpecker - Dicaeum schistaceiceps,flbflo3
Flowerpecker,Buru Flowerpecker - Dicaeum erythrothorax,flbflo2
Flowerpecker,Ashy Flowerpecker - Dicaeum vulneratum,ashflo1
Flowerpecker,Olive-crowned Flowerpecker - Dicaeum pectorale,olcflo2
Flowerpecker,Red-capped Flowerpecker - Dicaeum geelvinkianum,recflo1
Flowerpecker,Louisiade Flowerpecker - Dicaeum nitidum,louflo1
Flowerpecker,Red-banded Flowerpecker - Dicaeum eximium,rebflo1
Flowerpecker,Midget Flowerpecker - Dicaeum aeneum,midflo1
Flowerpecker,Mottled Flowerpecker - Dicaeum tristrami,motflo1
Flowerpecker,Black-fronted Flowerpecker - Dicaeum igniferum,blfflo1
Flowerpecker,Red-chested Flowerpecker - Dicaeum maugei,recflo2
Flowerpecker,Fire-breasted Flowerpecker - Dicaeum ignipectus,fibflo1
Flowerpecker,Cambodian Flowerpecker - Dicaeum cambodianum,fibflo3
Flowerpecker,Fire-throated Flowerpecker - Dicaeum luzoniense,fibflo4
Flowerpecker,Sumatran Flowerpecker - Dicaeum beccarii,fibflo5
Flowerpecker,Black-sided Flowerpecker - Dicaeum monticolum,blsflo1
Flowerpecker,Grey-sided Flowerpecker - Dicaeum celebicum,gysflo1
Flowerpecker,Blood-breasted Flowerpecker - Dicaeum sanguinolentum,blbflo1
Flowerpecker,Pink-breasted Flowerpecker - Dicaeum keiense,pibflo1
Flowerpecker,Scarlet-backed Flowerpecker - Dicaeum cruentatum,scbflo1
Flowerpecker,Scarlet-headed Flowerpecker - Dicaeum trochileum,schflo1
Large Cuckooshrike,Large Cuckooshrike - Coracina macei,larcus1
White-breasted Waterhen,White-breasted Waterhen - Amaurornis phoenicurus,whbwat1
Hoopoe,Eurasian Hoopoe - Upupa epops,hoopoe
Hoopoe,Madagascar Hoopoe - Upupa marginata,madhoo1
